LapTime,LapNumber,TyreLife,Compound,Team,MaxSpeed,MinSpeed,GP
69.093,61.0,8.0,HARD,Mercedes,294.0,68.0,Austria
69.255,62.0,9.0,HARD,Mercedes,298.0,70.0,Austria
69.331,63.0,10.0,HARD,Mercedes,292.0,68.0,Austria
68.904,64.0,11.0,HARD,Mercedes,296.0,70.0,Austria
69.302,65.0,12.0,HARD,Mercedes,296.0,68.0,Austria
69.852,66.0,13.0,HARD,Mercedes,292.0,68.0,Austria
69.144,67.0,14.0,HARD,Mercedes,295.0,69.0,Austria
68.916,68.0,15.0,HARD,Mercedes,296.0,68.0,Austria
68.974,69.0,16.0,HARD,Mercedes,296.0,69.0,Austria
69.429,70.0,17.0,HARD,Mercedes,295.0,68.0,Austria
74.202,4.0,4.0,HARD,Ferrari,315.0,62.0,Austria
72.562,5.0,5.0,HARD,Ferrari,301.0,65.0,Austria
71.808,6.0,6.0,HARD,Ferrari,308.0,64.0,Austria
71.126,7.0,7.0,HARD,Ferrari,322.0,63.0,Austria
71.088,8.0,8.0,HARD,Ferrari,319.0,60.0,Austria
71.352,9.0,9.0,HARD,Ferrari,322.0,63.0,Austria
71.28,10.0,10.0,HARD,Ferrari,325.0,58.0,Austria
71.288,11.0,11.0,HARD,Ferrari,311.0,60.0,Austria
70.679,12.0,12.0,HARD,Ferrari,325.0,55.0,Austria
71.149,13.0,13.0,HARD,Ferrari,306.0,63.0,Austria
71.446,14.0,14.0,HARD,Ferrari,310.0,61.0,Austria
71.071,15.0,15.0,HARD,Ferrari,326.0,62.0,Austria
70.8,16.0,16.0,HARD,Ferrari,319.0,62.0,Austria
70.873,17.0,17.0,HARD,Ferrari,320.0,58.0,Austria
70.628,18.0,18.0,HARD,Ferrari,325.0,61.0,Austria
70.792,19.0,19.0,HARD,Ferrari,320.0,56.0,Austria
70.645,20.0,20.0,HARD,Ferrari,306.0,63.0,Austria
70.345,21.0,21.0,HARD,Ferrari,307.0,64.0,Austria
70.186,22.0,22.0,HARD,Ferrari,305.0,64.0,Austria
69.987,23.0,23.0,HARD,Ferrari,307.0,64.0,Austria
70.148,24.0,24.0,HARD,Ferrari,305.0,64.0,Austria
70.247,25.0,25.0,HARD,Ferrari,306.0,60.0,Austria
70.037,26.0,26.0,HARD,Ferrari,305.0,60.0,Austria
70.261,27.0,27.0,HARD,Ferrari,305.0,59.0,Austria
70.072,28.0,28.0,HARD,Ferrari,305.0,63.0,Austria
70.002,29.0,29.0,HARD,Ferrari,307.0,64.0,Austria
70.078,30.0,30.0,HARD,Ferrari,306.0,59.0,Austria
70.013,31.0,31.0,HARD,Ferrari,305.0,65.0,Austria
69.94,32.0,32.0,HARD,Ferrari,306.0,64.0,Austria
69.717,33.0,33.0,HARD,Ferrari,314.0,62.0,Austria
69.961,34.0,34.0,HARD,Ferrari,307.0,63.0,Austria
69.907,35.0,35.0,HARD,Ferrari,310.0,62.0,Austria
69.981,36.0,36.0,HARD,Ferrari,303.0,65.0,Austria
70.217,37.0,37.0,HARD,Ferrari,304.0,62.0,Austria
69.536,38.0,38.0,HARD,Ferrari,317.0,63.0,Austria
69.73,39.0,39.0,HARD,Ferrari,303.0,63.0,Austria
69.699,40.0,40.0,HARD,Ferrari,303.0,65.0,Austria
69.778,41.0,41.0,HARD,Ferrari,302.0,63.0,Austria
69.804,42.0,42.0,HARD,Ferrari,302.0,63.0,Austria
70.021,43.0,43.0,HARD,Ferrari,303.0,55.0,Austria
69.938,44.0,44.0,HARD,Ferrari,304.0,63.0,Austria
69.934,45.0,45.0,HARD,Ferrari,304.0,62.0,Austria
69.801,46.0,46.0,HARD,Ferrari,303.0,64.0,Austria
69.835,47.0,47.0,HARD,Ferrari,304.0,64.0,Austria
69.181,50.0,5.0,MEDIUM,Ferrari,300.0,66.0,Austria
69.115,51.0,6.0,MEDIUM,Ferrari,303.0,65.0,Austria
68.766,52.0,7.0,MEDIUM,Ferrari,304.0,64.0,Austria
68.484,53.0,8.0,MEDIUM,Ferrari,304.0,65.0,Austria
68.438,54.0,9.0,MEDIUM,Ferrari,304.0,65.0,Austria
68.113,55.0,10.0,MEDIUM,Ferrari,305.0,66.0,Austria
68.01,56.0,11.0,MEDIUM,Ferrari,304.0,65.0,Austria
68.101,57.0,12.0,MEDIUM,Ferrari,306.0,65.0,Austria
68.211,58.0,13.0,MEDIUM,Ferrari,308.0,64.0,Austria
68.271,59.0,14.0,MEDIUM,Ferrari,309.0,64.0,Austria
68.524,60.0,15.0,MEDIUM,Ferrari,308.0,64.0,Austria
68.455,61.0,16.0,MEDIUM,Ferrari,307.0,63.0,Austria
68.705,62.0,17.0,MEDIUM,Ferrari,310.0,64.0,Austria
68.72,63.0,18.0,MEDIUM,Ferrari,313.0,61.0,Austria
68.979,64.0,19.0,MEDIUM,Ferrari,328.0,53.0,Austria
68.638,65.0,20.0,MEDIUM,Ferrari,324.0,55.0,Austria
68.647,66.0,21.0,MEDIUM,Ferrari,306.0,61.0,Austria
68.919,67.0,22.0,MEDIUM,Ferrari,317.0,61.0,Austria
69.441,68.0,23.0,MEDIUM,Ferrari,322.0,52.0,Austria
69.379,69.0,24.0,MEDIUM,Ferrari,324.0,54.0,Austria
67.762,70.0,25.0,MEDIUM,Ferrari,324.0,56.0,Austria
76.025,4.0,7.0,MEDIUM,Red Bull Racing,305.0,67.0,Austria
71.663,5.0,8.0,MEDIUM,Red Bull Racing,299.0,62.0,Austria
71.316,6.0,9.0,MEDIUM,Red Bull Racing,304.0,63.0,Austria
71.003,7.0,10.0,MEDIUM,Red Bull Racing,325.0,62.0,Austria
71.253,8.0,11.0,MEDIUM,Red Bull Racing,327.0,61.0,Austria
71.063,9.0,12.0,MEDIUM,Red Bull Racing,321.0,63.0,Austria
71.029,10.0,13.0,MEDIUM,Red Bull Racing,326.0,62.0,Austria
71.322,11.0,14.0,MEDIUM,Red Bull Racing,325.0,66.0,Austria
71.737,12.0,15.0,MEDIUM,Red Bull Racing,324.0,63.0,Austria
71.574,13.0,16.0,MEDIUM,Red Bull Racing,322.0,62.0,Austria
72.304,14.0,17.0,MEDIUM,Red Bull Racing,323.0,62.0,Austria
71.039,15.0,18.0,MEDIUM,Red Bull Racing,325.0,64.0,Austria
70.734,16.0,19.0,MEDIUM,Red Bull Racing,325.0,64.0,Austria
70.916,17.0,20.0,MEDIUM,Red Bull Racing,326.0,64.0,Austria
70.466,18.0,21.0,MEDIUM,Red Bull Racing,323.0,58.0,Austria
70.171,19.0,22.0,MEDIUM,Red Bull Racing,321.0,65.0,Austria
70.554,20.0,23.0,MEDIUM,Red Bull Racing,321.0,57.0,Austria
70.043,21.0,24.0,MEDIUM,Red Bull Racing,319.0,63.0,Austria
70.127,22.0,25.0,MEDIUM,Red Bull Racing,315.0,64.0,Austria
69.996,23.0,26.0,MEDIUM,Red Bull Racing,318.0,64.0,Austria
69.996,24.0,27.0,MEDIUM,Red Bull Racing,317.0,63.0,Austria
69.996,25.0,28.0,MEDIUM,Red Bull Racing,321.0,63.0,Austria
69.932,26.0,29.0,MEDIUM,Red Bull Racing,316.0,62.0,Austria
70.293,27.0,30.0,MEDIUM,Red Bull Racing,322.0,59.0,Austria
70.192,28.0,31.0,MEDIUM,Red Bull Racing,320.0,61.0,Austria
70.228,29.0,32.0,MEDIUM,Red Bull Racing,324.0,57.0,Austria
69.709,30.0,33.0,MEDIUM,Red Bull Racing,316.0,65.0,Austria
70.023,31.0,34.0,MEDIUM,Red Bull Racing,317.0,62.0,Austria
68.701,34.0,2.0,HARD,Red Bull Racing,302.0,70.0,Austria
68.917,35.0,3.0,HARD,Red Bull Racing,298.0,66.0,Austria
69.287,36.0,4.0,HARD,Red Bull Racing,300.0,67.0,Austria
69.34,37.0,5.0,HARD,Red Bull Racing,303.0,67.0,Austria
69.495,38.0,6.0,HARD,Red Bull Racing,324.0,65.0,Austria
69.678,39.0,7.0,HARD,Red Bull Racing,323.0,64.0,Austria
69.753,40.0,8.0,HARD,Red Bull Racing,324.0,63.0,Austria
69.344,41.0,9.0,HARD,Red Bull Racing,322.0,64.0,Austria
69.337,42.0,10.0,HARD,Red Bull Racing,321.0,64.0,Austria
69.495,43.0,11.0,HARD,Red Bull Racing,324.0,63.0,Austria
69.758,44.0,12.0,HARD,Red Bull Racing,323.0,61.0,Austria
70.306,45.0,13.0,HARD,Red Bull Racing,328.0,64.0,Austria
69.932,46.0,14.0,HARD,Red Bull Racing,325.0,63.0,Austria
69.164,47.0,15.0,HARD,Red Bull Racing,316.0,66.0,Austria
69.065,48.0,16.0,HARD,Red Bull Racing,316.0,64.0,Austria
69.208,49.0,17.0,HARD,Red Bull Racing,317.0,62.0,Austria
68.845,50.0,18.0,HARD,Red Bull Racing,318.0,63.0,Austria
69.035,51.0,19.0,HARD,Red Bull Racing,319.0,61.0,Austria
69.224,52.0,20.0,HARD,Red Bull Racing,322.0,52.0,Austria
68.787,53.0,21.0,HARD,Red Bull Racing,300.0,66.0,Austria
68.429,54.0,22.0,HARD,Red Bull Racing,301.0,67.0,Austria
68.192,55.0,23.0,HARD,Red Bull Racing,302.0,69.0,Austria
68.444,56.0,24.0,HARD,Red Bull Racing,301.0,65.0,Austria
68.311,57.0,25.0,HARD,Red Bull Racing,302.0,68.0,Austria
68.49,58.0,26.0,HARD,Red Bull Racing,300.0,67.0,Austria
68.758,59.0,27.0,HARD,Red Bull Racing,301.0,66.0,Austria
68.721,60.0,28.0,HARD,Red Bull Racing,302.0,64.0,Austria
68.623,61.0,29.0,HARD,Red Bull Racing,298.0,68.0,Austria
68.35,62.0,30.0,HARD,Red Bull Racing,300.0,67.0,Austria
68.473,63.0,31.0,HARD,Red Bull Racing,301.0,65.0,Austria
68.461,64.0,32.0,HARD,Red Bull Racing,303.0,66.0,Austria
68.329,65.0,33.0,HARD,Red Bull Racing,303.0,65.0,Austria
68.416,66.0,34.0,HARD,Red Bull Racing,303.0,66.0,Austria
68.776,67.0,35.0,HARD,Red Bull Racing,306.0,65.0,Austria
69.056,68.0,36.0,HARD,Red Bull Racing,316.0,62.0,Austria
68.692,69.0,37.0,HARD,Red Bull Racing,303.0,66.0,Austria
68.579,70.0,38.0,HARD,Red Bull Racing,303.0,66.0,Austria
73.293,4.0,4.0,MEDIUM,McLaren,302.0,56.0,Austria
71.872,5.0,5.0,MEDIUM,McLaren,295.0,63.0,Austria
71.313,6.0,6.0,MEDIUM,McLaren,298.0,59.0,Austria
70.948,7.0,7.0,MEDIUM,McLaren,323.0,65.0,Austria
71.11,8.0,8.0,MEDIUM,McLaren,323.0,60.0,Austria
71.22,9.0,9.0,MEDIUM,McLaren,322.0,62.0,Austria
71.165,10.0,10.0,MEDIUM,McLaren,320.0,64.0,Austria
71.267,11.0,11.0,MEDIUM,McLaren,324.0,59.0,Austria
71.715,12.0,12.0,MEDIUM,McLaren,325.0,61.0,Austria
71.361,13.0,13.0,MEDIUM,McLaren,320.0,60.0,Austria
71.778,14.0,14.0,MEDIUM,McLaren,321.0,59.0,Austria
70.761,15.0,15.0,MEDIUM,McLaren,316.0,63.0,Austria
70.657,16.0,16.0,MEDIUM,McLaren,316.0,60.0,Austria
70.128,17.0,17.0,MEDIUM,McLaren,320.0,57.0,Austria
70.741,18.0,18.0,MEDIUM,McLaren,295.0,60.0,Austria
70.29,19.0,19.0,MEDIUM,McLaren,293.0,65.0,Austria
70.153,20.0,20.0,MEDIUM,McLaren,296.0,63.0,Austria
70.162,21.0,21.0,MEDIUM,McLaren,295.0,63.0,Austria
70.338,22.0,22.0,MEDIUM,McLaren,293.0,61.0,Austria
69.968,23.0,23.0,MEDIUM,McLaren,293.0,62.0,Austria
70.124,24.0,24.0,MEDIUM,McLaren,296.0,59.0,Austria
70.02,25.0,25.0,MEDIUM,McLaren,295.0,61.0,Austria
70.148,26.0,26.0,MEDIUM,McLaren,295.0,64.0,Austria
70.046,27.0,27.0,MEDIUM,McLaren,295.0,63.0,Austria
70.021,28.0,28.0,MEDIUM,McLaren,294.0,61.0,Austria
69.43,31.0,2.0,HARD,McLaren,295.0,63.0,Austria
69.82,32.0,3.0,HARD,McLaren,295.0,60.0,Austria
69.46,33.0,4.0,HARD,McLaren,297.0,65.0,Austria
69.543,34.0,5.0,HARD,McLaren,303.0,64.0,Austria
69.664,35.0,6.0,HARD,McLaren,300.0,63.0,Austria
69.649,36.0,7.0,HARD,McLaren,300.0,61.0,Austria
70.103,37.0,8.0,HARD,McLaren,323.0,61.0,Austria
69.78,38.0,9.0,HARD,McLaren,323.0,60.0,Austria
69.622,39.0,10.0,HARD,McLaren,317.0,58.0,Austria
69.558,40.0,11.0,HARD,McLaren,316.0,60.0,Austria
69.365,41.0,12.0,HARD,McLaren,318.0,64.0,Austria
69.391,42.0,13.0,HARD,McLaren,319.0,64.0,Austria
69.355,43.0,14.0,HARD,McLaren,322.0,58.0,Austria
69.976,44.0,15.0,HARD,McLaren,321.0,65.0,Austria
70.388,45.0,16.0,HARD,McLaren,321.0,59.0,Austria
69.608,46.0,17.0,HARD,McLaren,312.0,62.0,Austria
69.164,47.0,18.0,HARD,McLaren,312.0,64.0,Austria
68.992,48.0,19.0,HARD,McLaren,299.0,63.0,Austria
69.132,49.0,20.0,HARD,McLaren,297.0,61.0,Austria
68.97,50.0,21.0,HARD,McLaren,297.0,64.0,Austria
69.155,51.0,22.0,HARD,McLaren,298.0,63.0,Austria
70.776,52.0,23.0,HARD,McLaren,299.0,61.0,Austria
68.899,53.0,24.0,HARD,McLaren,321.0,60.0,Austria
68.874,54.0,25.0,HARD,McLaren,319.0,61.0,Austria
68.901,55.0,26.0,HARD,McLaren,303.0,62.0,Austria
68.82,56.0,27.0,HARD,McLaren,302.0,62.0,Austria
69.147,57.0,28.0,HARD,McLaren,301.0,64.0,Austria
68.882,58.0,29.0,HARD,McLaren,300.0,63.0,Austria
69.107,59.0,30.0,HARD,McLaren,300.0,62.0,Austria
69.205,60.0,31.0,HARD,McLaren,298.0,61.0,Austria
69.336,61.0,32.0,HARD,McLaren,303.0,59.0,Austria
68.845,62.0,33.0,HARD,McLaren,304.0,64.0,Austria
69.06,63.0,34.0,HARD,McLaren,298.0,62.0,Austria
68.971,64.0,35.0,HARD,McLaren,300.0,61.0,Austria
68.845,65.0,36.0,HARD,McLaren,299.0,61.0,Austria
69.167,66.0,37.0,HARD,McLaren,299.0,60.0,Austria
69.046,67.0,38.0,HARD,McLaren,300.0,60.0,Austria
69.48,68.0,39.0,HARD,McLaren,301.0,60.0,Austria
69.448,69.0,40.0,HARD,McLaren,301.0,61.0,Austria
69.967,70.0,41.0,HARD,McLaren,302.0,59.0,Austria
74.272,4.0,7.0,MEDIUM,Ferrari,314.0,42.0,Austria
72.116,5.0,8.0,MEDIUM,Ferrari,309.0,56.0,Austria
71.675,6.0,9.0,MEDIUM,Ferrari,299.0,66.0,Austria
70.797,7.0,10.0,MEDIUM,Ferrari,309.0,62.0,Austria
71.129,8.0,11.0,MEDIUM,Ferrari,321.0,63.0,Austria
71.13,9.0,12.0,MEDIUM,Ferrari,323.0,67.0,Austria
71.178,10.0,13.0,MEDIUM,Ferrari,322.0,63.0,Austria
71.13,11.0,14.0,MEDIUM,Ferrari,319.0,65.0,Austria
71.433,12.0,15.0,MEDIUM,Ferrari,320.0,60.0,Austria
71.706,13.0,16.0,MEDIUM,Ferrari,325.0,60.0,Austria
71.225,14.0,17.0,MEDIUM,Ferrari,330.0,59.0,Austria
70.986,15.0,18.0,MEDIUM,Ferrari,312.0,62.0,Austria
70.758,16.0,19.0,MEDIUM,Ferrari,312.0,63.0,Austria
70.884,17.0,20.0,MEDIUM,Ferrari,318.0,61.0,Austria
70.33,18.0,21.0,MEDIUM,Ferrari,312.0,64.0,Austria
70.22,19.0,22.0,MEDIUM,Ferrari,302.0,64.0,Austria
70.332,20.0,23.0,MEDIUM,Ferrari,301.0,61.0,Austria
70.134,21.0,24.0,MEDIUM,Ferrari,300.0,64.0,Austria
70.15,22.0,25.0,MEDIUM,Ferrari,301.0,63.0,Austria
69.918,23.0,26.0,MEDIUM,Ferrari,303.0,61.0,Austria
70.15,24.0,27.0,MEDIUM,Ferrari,302.0,60.0,Austria
69.934,25.0,28.0,MEDIUM,Ferrari,302.0,62.0,Austria
69.987,26.0,29.0,MEDIUM,Ferrari,311.0,61.0,Austria
70.262,27.0,30.0,MEDIUM,Ferrari,314.0,57.0,Austria
70.246,28.0,31.0,MEDIUM,Ferrari,306.0,58.0,Austria
70.11,29.0,32.0,MEDIUM,Ferrari,305.0,61.0,Austria
69.616,30.0,33.0,MEDIUM,Ferrari,309.0,63.0,Austria
70.24,31.0,34.0,MEDIUM,Ferrari,305.0,59.0,Austria
70.625,32.0,35.0,MEDIUM,Ferrari,303.0,63.0,Austria
70.201,33.0,36.0,MEDIUM,Ferrari,304.0,62.0,Austria
68.817,36.0,2.0,HARD,Ferrari,296.0,67.0,Austria
68.804,37.0,3.0,HARD,Ferrari,306.0,65.0,Austria
68.933,38.0,4.0,HARD,Ferrari,313.0,63.0,Austria
69.66,39.0,5.0,HARD,Ferrari,325.0,58.0,Austria
70.74,40.0,6.0,HARD,Ferrari,333.0,60.0,Austria
69.19,41.0,7.0,HARD,Ferrari,306.0,66.0,Austria
69.392,42.0,8.0,HARD,Ferrari,309.0,66.0,Austria
69.303,43.0,9.0,HARD,Ferrari,311.0,65.0,Austria
69.471,44.0,10.0,HARD,Ferrari,312.0,61.0,Austria
69.769,45.0,11.0,HARD,Ferrari,323.0,59.0,Austria
70.501,46.0,12.0,HARD,Ferrari,329.0,60.0,Austria
69.214,47.0,13.0,HARD,Ferrari,321.0,61.0,Austria
69.241,48.0,14.0,HARD,Ferrari,313.0,63.0,Austria
69.202,49.0,15.0,HARD,Ferrari,312.0,63.0,Austria
68.823,50.0,16.0,HARD,Ferrari,312.0,64.0,Austria
69.006,51.0,17.0,HARD,Ferrari,312.0,62.0,Austria
69.453,52.0,18.0,HARD,Ferrari,313.0,62.0,Austria
69.144,53.0,19.0,HARD,Ferrari,325.0,60.0,Austria
69.054,54.0,20.0,HARD,Ferrari,323.0,60.0,Austria
68.698,55.0,21.0,HARD,Ferrari,318.0,64.0,Austria
68.915,56.0,22.0,HARD,Ferrari,319.0,59.0,Austria
69.116,57.0,23.0,HARD,Ferrari,318.0,58.0,Austria
68.942,58.0,24.0,HARD,Ferrari,316.0,57.0,Austria
69.16,59.0,25.0,HARD,Ferrari,316.0,59.0,Austria
68.93,60.0,26.0,HARD,Ferrari,318.0,60.0,Austria
69.376,61.0,27.0,HARD,Ferrari,323.0,57.0,Austria
68.954,62.0,28.0,HARD,Ferrari,320.0,57.0,Austria
69.07,63.0,29.0,HARD,Ferrari,319.0,54.0,Austria
69.065,64.0,30.0,HARD,Ferrari,319.0,60.0,Austria
70.53,65.0,31.0,HARD,Ferrari,318.0,55.0,Austria
69.182,66.0,32.0,HARD,Ferrari,310.0,61.0,Austria
68.836,67.0,33.0,HARD,Ferrari,311.0,61.0,Austria
69.299,68.0,34.0,HARD,Ferrari,311.0,62.0,Austria
69.249,69.0,35.0,HARD,Ferrari,311.0,61.0,Austria
93.049,5.0,3.0,MEDIUM,Mercedes,305.0,86.0,Silverstone
93.113,6.0,4.0,MEDIUM,Mercedes,304.0,87.0,Silverstone
92.738,7.0,5.0,MEDIUM,Mercedes,306.0,84.0,Silverstone
92.928,8.0,6.0,MEDIUM,Mercedes,309.0,83.0,Silverstone
93.013,9.0,7.0,MEDIUM,Mercedes,308.0,86.0,Silverstone
93.458,10.0,8.0,MEDIUM,Mercedes,308.0,86.0,Silverstone
92.95,11.0,9.0,MEDIUM,Mercedes,310.0,86.0,Silverstone
92.943,12.0,10.0,MEDIUM,Mercedes,308.0,83.0,Silverstone
93.158,13.0,11.0,MEDIUM,Mercedes,302.0,81.0,Silverstone
92.749,14.0,12.0,MEDIUM,Mercedes,307.0,84.0,Silverstone
92.713,15.0,13.0,MEDIUM,Mercedes,307.0,82.0,Silverstone
92.473,16.0,14.0,MEDIUM,Mercedes,319.0,85.0,Silverstone
92.291,17.0,15.0,MEDIUM,Mercedes,320.0,82.0,Silverstone
92.548,18.0,16.0,MEDIUM,Mercedes,319.0,81.0,Silverstone
92.597,19.0,17.0,MEDIUM,Mercedes,304.0,84.0,Silverstone
92.076,20.0,18.0,MEDIUM,Mercedes,306.0,82.0,Silverstone
92.297,21.0,19.0,MEDIUM,Mercedes,303.0,86.0,Silverstone
92.189,22.0,20.0,MEDIUM,Mercedes,307.0,86.0,Silverstone
92.311,23.0,21.0,MEDIUM,Mercedes,306.0,83.0,Silverstone
92.686,24.0,22.0,MEDIUM,Mercedes,304.0,83.0,Silverstone
92.115,25.0,23.0,MEDIUM,Mercedes,308.0,83.0,Silverstone
91.854,26.0,24.0,MEDIUM,Mercedes,309.0,81.0,Silverstone
90.762,29.0,2.0,HARD,Mercedes,303.0,87.0,Silverstone
91.113,30.0,3.0,HARD,Mercedes,308.0,85.0,Silverstone
91.257,31.0,4.0,HARD,Mercedes,320.0,86.0,Silverstone
92.488,32.0,5.0,HARD,Mercedes,310.0,84.0,Silverstone
92.038,33.0,6.0,HARD,Mercedes,301.0,85.0,Silverstone
91.219,34.0,7.0,HARD,Mercedes,306.0,88.0,Silverstone
90.817,35.0,8.0,HARD,Mercedes,308.0,84.0,Silverstone
91.025,36.0,9.0,HARD,Mercedes,307.0,85.0,Silverstone
90.807,37.0,10.0,HARD,Mercedes,306.0,86.0,Silverstone
90.594,38.0,11.0,HARD,Mercedes,307.0,88.0,Silverstone
90.859,39.0,12.0,HARD,Mercedes,307.0,84.0,Silverstone
90.443,40.0,13.0,HARD,Mercedes,317.0,87.0,Silverstone
90.468,41.0,14.0,HARD,Mercedes,309.0,88.0,Silverstone
90.16,42.0,15.0,HARD,Mercedes,309.0,86.0,Silverstone
90.258,43.0,16.0,HARD,Mercedes,307.0,86.0,Silverstone
89.801,44.0,17.0,HARD,Mercedes,308.0,87.0,Silverstone
89.699,45.0,18.0,HARD,Mercedes,308.0,87.0,Silverstone
89.701,46.0,19.0,HARD,Mercedes,309.0,88.0,Silverstone
90.503,48.0,21.0,HARD,Mercedes,312.0,84.0,Silverstone
90.525,49.0,22.0,HARD,Mercedes,324.0,84.0,Silverstone
90.9,50.0,23.0,HARD,Mercedes,325.0,86.0,Silverstone
91.037,51.0,24.0,HARD,Mercedes,310.0,85.0,Silverstone
91.635,52.0,25.0,HARD,Mercedes,313.0,86.0,Silverstone
92.805,5.0,3.0,MEDIUM,Ferrari,302.0,79.0,Silverstone
92.91,6.0,4.0,MEDIUM,Ferrari,303.0,81.0,Silverstone
93.003,7.0,5.0,MEDIUM,Ferrari,302.0,78.0,Silverstone
93.105,8.0,6.0,MEDIUM,Ferrari,303.0,78.0,Silverstone
92.97,9.0,7.0,MEDIUM,Ferrari,304.0,79.0,Silverstone
93.232,10.0,8.0,MEDIUM,Ferrari,303.0,83.0,Silverstone
92.841,11.0,9.0,MEDIUM,Ferrari,304.0,81.0,Silverstone
